Open,High,Low,Close,hour_sin,hour_cos,day_sin,day_cos,year_sin,year_cos
-0.2881923986744839,-0.31844335350842146,-0.31834388470652947,-0.3431330612778818,1.1858001888905862,1.1858001888905891,-0.7299009740443203,1.2249927272660288,1.8102976764112269,-1.7734764678917818
-0.3460998681701531,-0.2640272293637948,-0.31676444985059005,-0.2447637135453914,1.1858001888905862,1.1858001888905891,-0.7085465878935162,1.2367880242135831,1.8102976764112269,-1.7734764678917818
-0.2437446770177136,-0.24745377621327924,-0.21314315089295455,-0.2177822878147537,1.1858001888905862,1.1858001888905891,-0.6869908073893056,1.2482167271233562,1.8102976764112269,-1.7734764678917818
-0.21990799237420985,-0.23641139205220865,-0.23926181720618805,-0.2511377702936221,1.1858001888905862,1.1858001888905891,-0.6652400199746616,1.2592754494240257,1.8102976764112269,-1.7734764678917818
-0.25324567549223054,-0.19937862758869493,-0.22190406387595943,-0.1670178165650794,1.1858001888905862,1.1858001888905891,-0.6433006708773179,1.2699609141775061,1.8102976764112269,-1.7734764678917818
-0.18187467440677643,-0.160640450186769,-0.15218733786170185,-0.1407808821762134,1.1858001888905862,1.1858001888905891,-0.5764165323153457,1.2997466584344395,1.8102976764112269,-1.7734764678917818
-0.13975017579395416,-0.13147158653137778,-0.1174756029859752,-0.11702337829151967,1.1858001888905862,1.1858001888905891,-0.5537884772708365,1.3089085495788697,1.8102976764112269,-1.7734764678917818
-0.11753672028050526,-0.14014539387009758,-0.14587337022267477,-0.16383362615033548,1.1858001888905862,1.1858001888905891,-0.5310048860410518,1.3176824758173649,1.8102976764112269,-1.7734764678917818
-0.16363037357264584,-0.16465894112603927,-0.1767793743052244,-0.13758060999169805,1.1858001888905862,1.1858001888905891,-0.5080725098957811,1.3260658372462246,1.8102976764112269,-1.7734764678917818
-0.1350072440584675,-0.10858161496859633,-0.10557373626856181,-0.09398671608716902,1.1858001888905862,1.1858001888905891,-0.48499814419299975,1.3340561496945291,1.8102976764112269,-1.7734764678917818
-0.16681439994313807,-0.09362139027333555,-0.13322091834387165,-0.06145329583955803,1.1858001888905862,1.1858001888905891,-0.4149916822695253,1.3556457026552438,1.8102976764112269,-1.7734764678917818
-0.06595095257746811,-0.06681828146632089,-0.03282449533090054,-0.05988768825298607,1.1858001888905862,1.1858001888905891,-0.3914181229460519,1.362041317165549,1.8102976764112269,-1.7734764678917818
-0.06125531772805533,-0.01861050006494888,-0.03677543983620573,0.0036570600326925416,1.1858001888905862,1.1858001888905891,-0.367737141277524,1.3680332223841856,1.8102976764112269,-1.7734764678917818
0.0038516837657767973,-0.001295808417208347,0.01544020502806036,0.02028466398989816,1.1858001888905862,1.1858001888905891,-0.3439557544498948,1.3736196427803196,1.8102976764112269,-1.7734764678917818
0.01974343748659361,-0.006790191744988672,0.0036005727587018945,-0.009873384263826316,1.1858001888905862,1.1858001888905891,-0.32008100940131834,1.3787989229770246,1.8102976764112269,-1.7734764678917818
-0.03190097835517513,0.001880793619756926,0.00830870304867536,0.0012164149732631457,1.1858001888905862,1.1858001888905891,-0.24796749668666154,1.391879180960457,1.8102976764112269,-1.7734764678917818
0.0014111644443656436,0.18021920155171106,0.03288942413800608,0.0020706407440634345,1.1858001888905862,1.1858001888905891,-0.22379030992684723,1.3954157660849031,1.8102976764112269,-1.7734764678917818
0.0029975020032828935,0.022336342300789448,0.042366976219825284,0.04410081903493478,1.1858001888905862,1.1858001888905891,-0.19955537256068295,1.3985387523481856,1.8102976764112269,-1.7734764678917818
0.0474934664838485,0.020863271886253584,0.076417705821514,0.04016456938676202,1.1858001888905862,1.1858001888905891,-0.1752698659231456,1.4012472143420744,1.8102976764112269,-1.7734764678917818
0.04195594706232102,0.021599807093521516,0.06369736181756006,0.02739280622887199,1.1858001888905862,1.1858001888905891,-0.15094098633397351,1.403540349490828,1.8102976764112269,-1.7734764678917818
0.02918105813377155,0.05077149272288694,0.06601889531924535,0.0686510595707145,1.1858001888905862,1.1858001888905891,-0.07776625301861576,1.4079216153350542,1.8102976764112269,-1.7734764678917818
0.07045042904637845,0.09416968981421944,0.10799414463992806,0.12024232298393193,1.1858001888905862,1.1858001888905891,-0.05333606980523469,1.4085478815530628,1.8102976764112269,-1.7734764678917818
0.12130687876615669,0.16200618152218144,0.14523391823134044,0.15284007031062866,1.1858001888905862,1.1858001888905891,-0.028898645255554228,1.4087566575806798,1.8102976764112269,-1.7734764678917818
0.15302700838045136,0.12966541911978194,0.10084944141398595,0.14642912009056935,1.1858001888905862,1.1858001888905891,-0.0044612207058764295,1.4085478815530628,1.6339219910005514,-1.6069035259249445
0.14661638844200042,0.14549481179909837,0.14275114093242194,0.14642912009056935,1.1858001888905862,1.1858001888905891,0.019968962507505388,1.4079216153350542,1.6339219910005514,-1.6069035259249445
0.19191734592354312,0.19760914583876377,0.22977753002159296,0.22977998682945466,1.1858001888905862,1.1858001888905891,0.09314369582286293,1.403540349490828,1.6339219910005514,-1.6069035259249445
0.23162308178254823,0.28754263442275513,0.25751712082280254,0.25680303596420667,1.1858001888905862,1.1858001888905891,0.11747257541203447,1.4012472143420744,1.6339219910005514,-1.6069035259249445
0.259295543886642,0.23385081693150825,0.22031223624014823,0.19325450373269945,1.1858001888905862,1.1858001888905891,0.14175808204957263,1.3985387523481856,1.6339219910005514,-1.6069035259249445
0.19343935971739992,0.2710011636439472,0.17288110030665027,0.29961743702804966,1.1858001888905862,1.1858001888905891,0.16599301941573644,1.3954157660849031,1.6339219910005514,-1.6069035259249445
