Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-14 00:00:00+01:00,1.094439148902893,1.0960345268249512,1.087748646736145,1.094439148902893,0,0.0,0.0
2023-08-15 00:00:00+01:00,1.0909883975982666,1.0949664115905762,1.0900845527648926,1.0909883975982666,0,0.0,0.0
2023-08-16 00:00:00+01:00,1.0904173851013184,1.0934697389602661,1.0897756814956665,1.0904173851013184,0,0.0,0.0
2023-08-17 00:00:00+01:00,1.0874884128570557,1.0917268991470337,1.0862362384796143,1.0874884128570557,0,0.0,0.0
2023-08-18 00:00:00+01:00,1.0874648094177246,1.089561939239502,1.0846457481384277,1.0874648094177246,0,0.0,0.0
